neighbourhood_group_cleansed,id,listing_url,name,host_id,host_name,calculated_host_listings_count,host_is_superhost,latitude,longitude,price,kitchen,patio or balcony,elevator,air conditioning,long_term,short_term,possible_long_term,number_of_reviews,review_scores_rating,room_type_encoded,bedrooms_encoded
Ciutat Vella,47526801,https://www.airbnb.com/rooms/47526801,Charming 4-bedroom near Palau de la Musica,325564929,Yasha,6,t,41.38736,2.17582,100.0,1,1,0,1,0,0,1,6,5.0,0,1
Eixample,47550072,https://www.airbnb.com/rooms/47550072,Luxury close to the Temple of the Sagrada Familia,351328829,Daniel,18,f,41.40371,2.17359,310.0,1,1,0,1,0,1,1,36,4.42,0,1
Les Corts,48035923,https://www.airbnb.com/rooms/48035923,Twin room Hotel Arenas Atiram,373330392,Hotel Arenas Atiram,4,f,41.38954,2.126,243.0,0,0,1,1,0,0,1,150,4.75,0,0
Eixample,47577879,https://www.airbnb.com/rooms/47577879,Diagonal Avenue Light Apartment,130878430,Apartments Freser 78,10,f,41.40127,2.18227,154.0,1,0,0,1,0,0,1,12,4.5,0,1
Sarrià-Sant Gervasi,47588127,https://www.airbnb.com/rooms/47588127,Cozy renovated Penthouse with big terrace,80019305,Jordi,2,t,41.40361,2.14585,57.0,1,1,0,0,0,0,1,11,4.91,0,0
Ciutat Vella,48052895,https://www.airbnb.com/rooms/48052895,BARCELONETA DREAMS! 150 mts  to sea!!,106448328,Melisa,2,f,41.38113,2.19157,138.0,1,0,0,0,0,0,1,29,4.48,0,0
Sarrià-Sant Gervasi,47591789,https://www.airbnb.com/rooms/47591789,Apartamento amueblado en Sant Gervasi,238503767,Apartamentos Sata Park Guell Area,4,f,41.40599,2.14643,164.0,1,0,0,0,1,0,1,3,5.0,0,1
Ciutat Vella,47709894,https://www.airbnb.com/rooms/47709894,My Address in Plaza Real views,4985749,My Address,20,f,41.38064,2.17539,196.0,1,0,0,0,0,0,1,280,4.39,0,1
Sants-Montjuïc,47724632,https://www.airbnb.com/rooms/47724632,BBarcelona FIRA III Superior Flat,238724735,BBarcelona Apartments,23,f,41.37039,2.14346,305.0,1,0,0,1,0,0,1,20,4.35,0,1
Eixample,48072454,https://www.airbnb.com/rooms/48072454,Comfort Family friendly apartment & terrace,387595193,Standbyme,9,t,41.38895,2.16164,286.0,1,1,1,0,0,0,1,118,4.81,0,1
Eixample,48075928,https://www.airbnb.com/rooms/48075928,2 PAX WHITE BCN,94112362,Santiago,3,f,41.38267,2.14499,35.0,1,0,0,0,0,0,1,0,0.0,0,0
Sarrià-Sant Gervasi,47724719,https://www.airbnb.com/rooms/47724719,Charming flat with Parking,63689974,Julieta,1,t,41.40117558752234,2.143007970635412,90.0,1,1,1,1,1,0,1,4,5.0,0,1
Sants-Montjuïc,47724954,https://www.airbnb.com/rooms/47724954,BBarcelona FIRA IV Superior Flat,238724735,BBarcelona Apartments,23,f,41.36966,2.14541,310.0,1,0,0,1,0,0,1,12,4.33,0,1
Eixample,48076450,https://www.airbnb.com/rooms/48076450,2 PAX BLACK BCN,94112362,Santiago,3,f,41.38431,2.14566,35.0,1,0,0,0,0,0,1,0,0.0,0,0
Ciutat Vella,48076655,https://www.airbnb.com/rooms/48076655,Sagrada Room,264905862,Joerg,11,t,41.38334,2.16644,29.0,1,0,0,1,1,0,1,7,4.71,0,0
Eixample,47733474,https://www.airbnb.com/rooms/47733474,Habitación Doble en Hotel Praktik Garden,384577529,Praktik,5,f,41.393951,2.171178,200.0,0,0,1,1,0,0,1,539,4.7,0,0
Sant Martí,47750777,https://www.airbnb.com/rooms/47750777,Luminosa habitacion muy cerca de la playa Marbella,26913749,Brawnie,3,f,41.40186,2.20287,30.0,1,0,0,0,0,0,1,4,4.5,0,0
Sarrià-Sant Gervasi,48088464,https://www.airbnb.com/rooms/48088464,Casa Cosi - El Farro 3,35936647,Casa Cosi,43,f,41.40414,2.14673,272.0,1,0,0,1,0,0,1,29,4.48,0,1
Sant Martí,47754149,https://www.airbnb.com/rooms/47754149,Un piso grande de 5 habitaciones y 3 baños,157746231,Natalia,38,f,41.41321,2.18503,47.0,1,0,0,1,1,0,1,0,0.0,0,1
Ciutat Vella,48092826,https://www.airbnb.com/rooms/48092826,CM-Barrio Gótico,201850188,Mercedes,1,f,41.38072,2.17728,90.0,1,1,0,1,0,0,1,3,3.67,0,1
Sant Martí,47754665,https://www.airbnb.com/rooms/47754665,Un piso cómodo de 5 habitaciones y 3 baños,10693680,Ramón,39,f,41.41383,2.18523,47.0,1,0,0,1,1,0,1,0,0.0,0,1
Eixample,47778521,https://www.airbnb.com/rooms/47778521,Sapo - 2 bedrooms in Eixample Dreta,346367515,Ukio,406,f,41.39107,2.16221,163.0,1,0,1,1,0,0,1,0,0.0,0,1
Ciutat Vella,48093421,https://www.airbnb.com/rooms/48093421,BB-Apartamento en casco antiguo.,22076771,Luis,19,t,41.37932,2.1768,90.0,1,0,0,0,0,0,1,6,4.83,0,1
Eixample,47780609,https://www.airbnb.com/rooms/47780609,Apartament 3 dorm rooms 2 baño Bath balcón balcony,173993443,Pilar,15,f,41.38283,2.1615,282.0,1,1,1,1,0,0,1,6,4.67,0,1
Ciutat Vella,48098967,https://www.airbnb.com/rooms/48098967,2 bedroom apartment with views in city center,172462374,Apartaments Unió,17,t,41.379600524902344,2.1732800006866455,110.0,1,0,0,0,0,0,1,9,5.0,0,1
Sants-Montjuïc,47791201,https://www.airbnb.com/rooms/47791201,Spacious 3BRapartment in PobleSec with balcony,265193861,BeBarceloner,149,f,41.37052,2.1459,117.0,1,1,0,1,1,0,1,1,5.0,0,1
Sant Martí,47796543,https://www.airbnb.com/rooms/47796543,New Aparment Sagrada Familia a estrenar,14544418,Bartolome,5,f,41.41053601381163,2.1816791022009494,79.0,1,0,0,1,0,0,1,8,3.38,0,1
Sant Martí,48102270,https://www.airbnb.com/rooms/48102270,Room for 2 with private bathroom Sagrada Familia,385593314,Serhii,4,f,41.41041,2.17833,193.0,1,0,0,0,0,0,1,28,4.64,0,0
Eixample,48104797,https://www.airbnb.com/rooms/48104797,Yangra - 2 bedrooms in Eixample Esquerra,346367515,Ukio,406,f,41.38125,2.15102,122.0,1,1,1,1,0,0,1,0,0.0,0,1
Sant Martí,47823399,https://www.airbnb.com/rooms/47823399,"Elegant Loft close to the beach &downtown, 22@ .4A",385398937,Pol Y Angela,9,t,41.39589,2.1897,193.0,1,0,1,0,0,0,1,8,4.38,0,0
Sarrià-Sant Gervasi,48114044,https://www.airbnb.com/rooms/48114044,Lugar ideal de descanso en su visita a Barcelona.,387995566,Yolanda,1,t,41.40881,2.11213,137.0,1,0,0,1,0,0,1,87,4.95,0,1
Ciutat Vella,48370319,https://www.airbnb.com/rooms/48370319,"Cozy apt. in BCN, walking distance to everything!",11708293,Rogelio,1,t,41.38321,2.16539,55.0,1,0,0,0,0,0,1,9,4.89,0,0
Ciutat Vella,48375452,https://www.airbnb.com/rooms/48375452,Grand appartment with 4 balconies and high ceiling,7959478,Camila,3,f,41.38098,2.17649,167.0,1,1,1,0,0,0,1,3,5.0,0,0
Eixample,48115773,https://www.airbnb.com/rooms/48115773,"Atico con terraza en Hospital Clinic, l'Eixample",43764469,Bego,1,f,41.3892,2.1522,128.0,1,1,0,1,0,1,0,92,4.63,0,0
Eixample,48387994,https://www.airbnb.com/rooms/48387994,🅳🅸🅶🅸🆃🅰🅻   🅽🅾🅼🅰🅳🆂   🅲🅾🅻🅸🆅🅸🅽🅶 ❤,88699083,Oscar,5,t,41.39516,2.1582,133.0,1,1,1,0,0,0,1,55,4.96,0,0
Gràcia,48390552,https://www.airbnb.com/rooms/48390552,Sonder La Casa del Sol | Double Room,388714704,Sonder (Barcelona),44,f,41.40027,2.15598,201.0,0,0,1,1,0,0,1,82,4.68,0,0
Eixample,48128565,https://www.airbnb.com/rooms/48128565,Abisko - 2 bedrooms in Eixample Esquerra,346367515,Ukio,406,f,41.39226,2.15561,160.0,1,0,1,1,0,0,1,0,0.0,0,1
Sant Andreu,48171698,https://www.airbnb.com/rooms/48171698,Apartamento amplio y luminoso en Barcelona City,1035045,Montserrat,4,f,41.44049,2.18731,108.0,1,0,1,0,0,0,1,12,4.5,0,0
Gràcia,48390681,https://www.airbnb.com/rooms/48390681,Sonder La Casa del Sol | Queen Room,388714704,Sonder (Barcelona),44,f,41.40242,2.1571,256.0,0,0,1,1,0,0,1,187,4.51,0,0
